filename,t,t_rel,len
VR Fails Are Real - Fails You Missed #25 (January 2018) _ FailArmy18.mp4,2.486188,0.7955801600000001,3.125
Fails You Missed - Waiting For Summer! (March 2018) _ FailArmy23.mp4,4.157116333333334,0.563676790960452,7.375
Best Fails of Week 1 July 2016 _ FailArmy53.mp4,4.910399000000001,0.6043568,8.125
Kart Krashes - Go Karts and Soap Box Fails _ FailArmy (November 2018)25.mp4,7.620836,0.7257939047619048,10.5
Alley OOPS - Fails of the Week (October 2017)13.mp4,2.7136076666666664,0.27136076666666664,10.0
"So Close, Yet So Far - Fails of the Week (January 2019)28.mp4",6.423945,0.6267263414634147,10.25
28 Best Skateboard Fail Nominees - FailArmy Hall of Fame (August 2017)23.mp4,1.3975466666666667,0.430014358974359,3.25
FailArmy After Dark - Let's Get Crazy!  (Ep. 4)124.mp4,3.853732666666667,0.6165972266666667,6.25
Fails of the Month - Get Ready To Laugh (April 2017)18.mp4,5.534677333333334,0.34864109186351705,15.875
Armpit Wax - Fails You Missed (April 2018) _ 201838.mp4,3.4316253333333333,0.4816316257309941,7.125
Freaky Phobias - Don't Get Scared! (September 2017) _ FailArmy0.mp4,3.123709,0.3674951764705882,8.5
Ultimate Fails Compilation 2016 - Part 1 (December 2016) _ FailArmy25.mp4,2.869045,0.5464847619047619,5.25
Fails of the Week - Whoa baby! (February 2017) _ FailArmy23.mp4,3.8302953333333334,0.41975839269406395,9.125
Go for Broke - Breaking Things (November 2016) _ FailArmy4.mp4,1.8218236666666667,0.06201952907801419,29.375
Armpit Wax - Fails You Missed (April 2018) _ 201893.mp4,4.070459,0.6645647346938776,6.125
Fails You Missed - Dump Truck Full of Fails (March 2018) _ FailArmy23.mp4,3.8281906666666665,0.3520175325670498,10.875
Best Fails of the Year 2017 - Part 2 (December 2017) _ FailArmy87.mp4,1.306104333333333,0.20897669333333332,6.25
That Can't Be Good - Fails of the Week (November 2016) _ FailArmy40.mp4,3.1660763333333333,0.45229661904761903,7.0
Skateboard Bail - Submission Show (May 2018) _ FailArmy8.mp4,5.922138333333333,0.27385610789980736,21.625
Best Fails of the Year 2016 (So Far) _ FailArmy Fail Compilation53.mp4,7.296359,0.6709295632183908,10.875
Fails You Missed - Waiting For Summer! (March 2018) _ FailArmy75.mp4,3.878652,0.30721996039603955,12.625
Winter is Coming - Snow Fails (October 2018) _ FailArmy25.mp4,12.485668666666667,0.768348841025641,16.25
Best Fails of the Week 2 May 2016 _ FailArmy 'That Was An Epic Fail Sam'80.mp4,0.60048,0.1549625806451613,3.875
Theme Park Fails & Backyard Bails _ FailArmy4.mp4,3.9028713333333336,0.7805742666666666,5.0
Throwback Fails - Show Us Your Stuff! (February 2018) _ FailArmy42.mp4,2.527100666666667,0.3675782787878788,6.875
VR Fails Are Real - Fails You Missed #25 (January 2018) _ FailArmy12.mp4,8.716338,0.9684820000000001,9.0
Game On - Let's Play a Game (May 2019) _ FailArmy8.mp4,1.9992986666666666,0.1202585664160401,16.625
The Best Fails of All Time (So Far) _ by FailArmy45.mp4,6.279659,0.5179100206185567,12.125
Fails You Missed - Waiting For Summer! (March 2018) _ FailArmy141.mp4,5.567661,0.45918853608247423,12.125
Wall of Fails - Wall Fails (February 2019) _ FailArmy4.mp4,3.8167759999999995,0.5654482962962962,6.75
Party On - Lets Get Wild!4.mp4,3.933157,0.3243840824742268,12.125
Ultimate Fails Compilation 2016 - Part 1 (December 2016) _ FailArmy73.mp4,6.259742,0.9105079272727273,6.875
Best Fails of the Week 2 May 2016 _ FailArmy 'That Was An Epic Fail Sam'77.mp4,2.5079803333333337,0.34006512994350285,7.375
Work Sucks! - Failing At Work (June 2018) _ FailArmy9.mp4,3.223898,0.1126252576419214,28.625
Fails You Missed - Waiting For Summer! (March 2018) _ FailArmy82.mp4,3.93243,0.6420293877551021,6.125
FailArmy Versus - City Fails vs. Country Fails (July 2017)53.mp4,8.645436,0.7600383296703296,11.375
Smile Wide! - Fails You Missed #26 (January 2018)39.mp4,2.3503076666666667,0.3615857948717949,6.5
Funny Dad Fails (June 2017)45.mp4,1.7653615,0.23538153333333334,7.5
FailFactory - Gravity Always Wins (February 2019) _ FailArmy97.mp4,1.867449,0.3048896326530612,6.125
Fails of the Week - Drone to the Face! (April 2018) _ FailArmy32.mp4,1.9014216666666666,0.2535228888888889,7.5
False Start! - Best Fails of the Week! (May 2018) _ FailArmy36.mp4,1.066554,0.1939189090909091,5.5
Funniest Epic Wave and Surfing Fails _ 'Surfs Up' By FailArmy58.mp4,4.888872666666667,0.5079348225108226,9.625
"Throwback Fails - Ready, Set, Fail! (March 2018) _ FailArmy35.mp4",1.577354,0.16603726315789474,9.5
"Throwback Fails - Ready, Set, Fail! (March 2018) _ FailArmy42.mp4",9.200217,0.34882339336492896,26.375
Best Fails of the Week 1 April 2016 _ 'You Knew That Was Going To Happen!' FailArmy45.mp4,3.351779333333333,0.3776652769953051,8.875
Let's Order In Tonight! - Cooking Food Fails (August 2017) _ FailArmy16.mp4,0.0,0.0,5.75
A Christmas Miracle! - Fails You Missed #21 (December 2017) _ FailArmy52.mp4,5.333891666666666,0.7486163742690058,7.125
Back in the Mud - Down and Dirty Fails (October 2018) _ FailArmy10.mp4,4.502747333333333,0.4934517625570776,9.125
Best Fails of the Week - Snowmobiles Over Water  (March 2018) _ FailArmy19.mp4,18.671367666666665,0.889112746031746,21.0
FailArmy After Dark - Let's Get Crazy!  (Ep. 4)30.mp4,5.484597666666666,0.5625228376068376,9.75
Funny Cat Fails Compilation _ by FailArmy 201620.mp4,4.639043666666667,0.545769843137255,8.5
Fails of the Month! (February 2017) _ FailArmy20.mp4,4.833974666666666,0.5156239644444445,9.375
"Monkey See, Monkey Steal - Fails of the Week (June 2018) _ FailArmy26.mp4",5.192419666666667,0.5465704912280702,9.5
Let's Order In Tonight! - Cooking Food Fails (August 2017) _ FailArmy37.mp4,7.2150305,0.7306360000000001,9.875
"Throwback Fails - Ready, Set, Fail! (March 2018) _ FailArmy63.mp4",9.741196666666665,0.5449620512820512,17.875
Tricycle Trouble - Fails of the Week (September 2018) _ FailArmy12.mp4,18.954545,0.8518896629213484,22.25
Funny Goats - Screaming Is Optional (March 2017) _ FailArmy31.mp4,0.2589255,0.08285616,3.125
Fails of the Week 2 November 2016 _ FailArmy3.mp4,2.6149133333333334,0.41838613333333335,6.25
Go for Broke - Breaking Things (November 2016) _ FailArmy49.mp4,4.047942,0.5782774285714286,7.0
Not in the House!  Fails You Missed #13 _ FailArmy8.mp4,2.4471410000000002,0.4255897391304348,5.75
FailArmy After Dark - It's Party Time (ep. 1)189.mp4,2.865817,0.22258772815533978,12.875
Not in the House!  Fails You Missed #13 _ FailArmy120.mp4,2.499148,0.4876386341463414,5.125
Throwback Thursday - That was amazing! (May 2017)69.mp4,3.2055633333333327,0.6254757723577236,5.125
Fails of the Month! (February 2017) _ FailArmy33.mp4,3.1947383333333335,0.375851568627451,8.5
Didn't Make The Team - Better luck next time!  (September 2017) _ FailArmy1.mp4,1.348244,0.19973985185185186,6.75
Old People OGs - Retirement Fails (October 2016) _ FailArmy8.mp4,1.8917483333333334,0.36033301587301586,5.25
Best Fails of the Week 1 April 2016 _ 'You Knew That Was Going To Happen!' FailArmy21.mp4,4.972199666666666,0.2651839822222222,18.75
"Throwback Fails - Ready, Set, Fail! (March 2018) _ FailArmy51.mp4",2.2526315,0.6214155862068965,3.625
When Nothing Goes Right - Throwback Fails (June 2017) _ FailArmy6.mp4,2.0203753333333334,0.3848333968253968,5.25
Fails You Missed - Dump Truck Full of Fails (March 2018) _ FailArmy47.mp4,2.9048339999999997,0.46477344000000004,6.25
Armpit Wax - Fails You Missed (April 2018) _ 201880.mp4,1.9215393333333335,0.2846724938271605,6.75
That Can't Be Good - Fails of the Week (November 2016) _ FailArmy53.mp4,3.078752,0.8796434285714286,3.5
Girl Fails - Best of the Year 2016 _ FailArmy56.mp4,2.3074073333333334,0.22789208230452673,10.125
Girl Fails - Best of the Year 2016 _ FailArmy21.mp4,4.049425666666667,0.3559934652014652,11.375
Get off the Stage - Stage Fails14.mp4,2.0972256666666667,0.6214001975308642,3.375
Shattered Expectations - Fails of the Week (March 2019) _ FailArmy36.mp4,2.2659510000000003,0.11121231901840492,20.375
Fails You Missed - Did That Girl Fart (March 2018) _ FailArmy86.mp4,1.7036253333333333,0.34072506666666663,5.0
Slip and Slide Fails (April 2017) _ FailArmy6.mp4,3.3900696666666668,0.5215491794871795,6.5
Throwback Fails - Makeup Tutorial Optional (March 2018) _ FailArmy25.mp4,3.6184715,0.7060432195121951,5.125
The Best Fail Reactions - Now That's Funny! (September 2017) _ FailArmy16.mp4,6.13073,0.5331069565217391,11.5
Winter Sports 2018 Fails - See You On The Hill! (February 2018) _ FailArmy7.mp4,2.4349753333333335,0.5264811531531531,4.625
Best Fails of the Week 4 March 2016 _ 'Not Today!!' FailArmy40.mp4,4.215715,0.7331678260869565,5.75
Double Fails (November 2017) _ FailArmy15.mp4,3.5880476666666667,0.27337506031746034,13.125
Fail Olympics  _ 'FAIL-YMPICS' by FailArmy 201663.mp4,4.4035383333333336,0.3522830666666667,12.5
Funny Dad Fails (June 2017)48.mp4,3.042134666666667,0.47719759477124174,6.375
Smile Wide! - Fails You Missed #26 (January 2018)34.mp4,4.128353,0.6880588333333333,6.0
You're Doing it Wrong _ Fail Compilation by FailArmy 201649.mp4,4.5775501,0.7791574638297872,5.875
Best Fails of the Week 4 March 2016 _ 'Not Today!!' FailArmy9.mp4,13.258314533333333,0.46932086843657816,28.25
Slip and Slide Fails (April 2017) _ FailArmy43.mp4,4.400901999999999,0.5501127499999999,8.0
Cut it Out - Knife Fails (October 2018) _ FailArmy15.mp4,6.109111233333333,0.6033690106995885,10.125
"Fails of the Week - Big Air, Bigger Fails! (March 2017) _ FailArmy44.mp4",1.978206,0.15825648,12.5
It's a Jungle Out There! - Wild Animal Fails (November 2017) _ FailArmy52.mp4,4.124143,0.46469216901408456,8.875
Christmas Fails (December 2016) _ FailArmy18.mp4,7.093202,0.6675954823529412,10.625
Slippery When Wet! - Funny Water Fails _ FailArmy33.mp4,3.2311453333333335,0.2809691594202899,11.5
Trust Fail - Fails of the Week (December 2018) _ FailArmy10.mp4,4.425620333333334,0.4425620333333333,10.0
Smile Wide! - Fails You Missed #26 (January 2018)50.mp4,3.024044333333333,0.44800656790123455,6.75
Doggone It! - Fails You Missed #23 (December 2017) _ FailArmy16.mp4,2.902232,0.26997506976744184,10.75
Motorcycle Mayhem - Throwback Thursday (November 2017)27.mp4,6.221483333333333,0.6069739837398375,10.25
Best Fails of the Week 4 March 2016 _ 'Not Today!!' FailArmy24.mp4,5.7105923333333335,0.9931464927536231,5.75
Fails You Missed - Dump Truck Full of Fails (March 2018) _ FailArmy66.mp4,1.763680666666667,0.38133636036036034,4.625
I Caught A Big Crab! - Throwback Fails (December 2017) _ FailArmy11.mp4,5.162591666666667,0.9386530303030303,5.5
That's Going to Leave a Mark!! - Throwback Thursday (August 2017)81.mp4,4.338648666666667,0.4690430990990991,9.25
Hilarious Farm Animal Fails (January 2017) _ FailArmy4.mp4,6.419404999999999,0.5034827450980393,12.75
Best Fails of Week 3 June 2016 _ FailArmy20.mp4,4.3315965,0.5775462,7.5
Men vs. Women - FailArmy Versus (August 2017)36.mp4,2.0915535,0.5577476,3.75
Selfie Destruction - Submission Show (April 2018) _ FailArmy0.mp4,3.9528763333333337,0.6728300141843971,5.875
Best Fails of the Month April 2016 _ FailArmy47.mp4,2.130619,0.3342147450980392,6.375
Commuting Fails - Crazy Drivers! (January 2018) _ FailArmy0.mp4,3.103650333333333,0.3819877333333333,8.125
My Twig and Berries - Cup Check (February 2019) _ FailArmy40.mp4,5.195317666666666,0.286638216091954,18.125
FailArmy Throwbacks - Don't be a jerk! (May2017)71.mp4,2.540055,0.3277490322580645,7.75
Bark Bark - Dog Fails (August 2018) _ FailArmy5.mp4,4.4029116666666654,0.7657237681159419,5.75
Fails of the Week 1 September 2016 _ FailArmy40.mp4,1.294927,0.17265693333333332,7.5
Fails You Missed - Did That Girl Fart (March 2018) _ FailArmy98.mp4,3.451204666666667,0.24008380289855072,14.375
28 Best Skateboard Fail Nominees - FailArmy Hall of Fame (August 2017)16.mp4,2.48096,0.7633723076923078,3.25
Summer vs Winter Fails (June 2018) _ FailArmy0.mp4,5.367832,0.5964257777777777,9.0
Yoga Fails - I'm So Zen Right Now  (April 2017) _ FailArmy34.mp4,2.4211226666666668,0.2362070894308943,10.25
Polar Vortex Problems13.mp4,1.468983,0.23983395918367345,6.125
FailFactory - Gravity Always Wins (February 2019) _ FailArmy225.mp4,0.836215,0.2572969230769231,3.25
Ants Are Marching - Fails of the Month (October 2017) _ FailArmy37.mp4,3.401175,0.362792,9.375
"Fail Higher, Faster - Mountain Fails (April 2017) _ FailArmy14.mp4",6.987999666666667,0.6281348014981273,11.125
Throwback Thursday Fails - Here Goes Nothing (April 2017) _ FailArmy40.mp4,7.399263,0.26076697797356824,28.375
Baby's Stealing Out Here - Fails of the Week - (April 2017) _ FailArmy32.mp4,2.843418,0.2774066341463414,10.25
Out Of Nowhere - Didn't See That Coming!!! (April 2018) _ FailArmy38.mp4,16.55075,0.7653526011560694,21.625
Throwback Thursday - Watch Out For That!! (April 2017)42.mp4,4.643901,0.44760491566265065,10.375
Outdoor Fails - Float on! (February 2017) _ FailArmy48.mp4,5.001345,0.555705,9.0
Send It To FailArmy!! - Fails of the Week (October 2017)3.mp4,3.113381333333333,0.803453247311828,3.875
Trust Fail - Fails of the Week (December 2018) _ FailArmy8.mp4,4.16339,0.5742606896551724,7.25
Stop Tripping - Fails of the Month (August 2017) _ FailArmy8.mp4,4.430879,0.7384798333333333,6.0
Best Fails of the Year - Part 1 (2018) _ FailArmy41.mp4,5.013684666666666,0.2804858554778555,17.875
Fails of the Week - Better Luck Next Time (January 2017) _ FailArmy9.mp4,4.934255,0.2741252777777778,18.0
Fails You Missed - Flexin' On A Lexus! (February 2018)46.mp4,0.357765,0.022715238095238094,15.75
Fails of the Month July 2016 _ FailArmy6.mp4,5.150056666666667,0.5350708225108225,9.625
Nobody Believed Me! - Fails You Missed #15 _ FailArmy13.mp4,6.435135,0.804391875,8.0
Fails You Missed - Flexin' On A Lexus! (February 2018)31.mp4,11.959883,0.7973255333333333,15.0
Tricycle Trouble - Fails of the Week (September 2018) _ FailArmy20.mp4,5.940177666666666,0.21310054409566517,27.875
For the Boys! - Fails of the Week (August 2018) _ FailArmy14.mp4,14.976872666666667,0.7441924306418221,20.125
Dogs Are Man's Best Fails!! (May 2018) _ FailArmy21.mp4,3.933954,0.5245272,7.5
The Slide of Doom - Fails of the Week _ FailArmy30.mp4,4.826761333333333,0.5080801403508772,9.5
Fails of the Week - Drone to the Face! (April 2018) _ FailArmy35.mp4,7.155424333333333,0.5841162721088434,12.25
Football Vs. Football (Soccer) _ Fails Compilation by FailArmy8.mp4,1.169261,0.1533457049180328,7.625
Motorcycle Mayhem - Throwback Thursday (November 2017)49.mp4,8.346903666666668,0.5257892073490814,15.875
Fails of the Week 3 September 2016 _ FailArmy33.mp4,1.2404806666666668,0.08269871111111111,15.0
Instant Karma Fails - It's Payback Time (December 2016) _ FailArmy22.mp4,5.760582333333335,0.7089947487179487,8.125
Fails of the Week - There's a bear on the loose!! (June 2017)52.mp4,2.4732396666666667,0.5206820350877193,4.75
Best Fails of the Week - This Is Poppin' (January 2018) _ FailArmy23.mp4,1.3424813333333334,0.0761691536643026,17.625
Baby's Stealing Out Here - Fails of the Week - (April 2017) _ FailArmy21.mp4,5.614265333333333,0.5477332032520325,10.25
FailFactory - Gravity Always Wins (February 2019) _ FailArmy303.mp4,4.052434666666667,0.7718923174603175,5.25
Fails You Missed - Jump On In! #28 (February 2018)_ FailArmy19.mp4,0.887633,0.16514102325581398,5.375
FailArmy Throwbacks - Hold On Tight! (May 2017)117.mp4,2.944713,0.8725075555555556,3.375
Recording for Duty - Epic Pranks (February 2019) _ FailArmy64.mp4,3.741979,0.5442878545454546,6.875
Bend Your Knees!! - Fails of the Week (September 2017) _ FailArmy53.mp4,2.905598,0.28697264197530864,10.125
Recording for Duty - Epic Pranks (February 2019) _ FailArmy13.mp4,1.2007115,0.1500889375,8.0
Damaged Goods _ Funny Fails and Broken Things by FailArmy0.mp4,4.303784666666666,0.45907036444444443,9.375
Fails of the Week 1 September 2016 _ FailArmy7.mp4,5.465993,0.4508035463917525,12.125
"I'm Slipping, I'm Falling, I Can't Get Up - Throwback Fails (January 2018) _ FailArmy7.mp4",3.4015159999999995,0.3727688767123287,9.125
Bikes vs. Scooters - War of the Wheels (January 2017) _ FailArmy55.mp4,4.048089333333333,0.7360162424242424,5.5
I Caught A Big Crab! - Throwback Fails (December 2017) _ FailArmy29.mp4,1.6894153333333335,0.11752454492753624,14.375
Fails You Missed - Waiting For Summer! (March 2018) _ FailArmy0.mp4,6.337848999999999,0.6418074936708861,9.875
Amazing Snow vs. Surf Fails - FailArmy Presents31.mp4,2.968764666666667,0.5163068985507246,5.75
Two-Wheel Motorcycle & Cycling Fails _ By FailArmy 201626.mp4,3.2540693333333333,0.44883714942528735,7.25
FailArmy Presents - Funny Pet Fails by The Pet Collective20.mp4,2.420996,0.3586660740740741,6.75
FailArmy Throwbacks - Don't be a jerk! (May2017)34.mp4,3.8745155000000002,0.7380029523809524,5.25
Nobody Believed Me! - Fails You Missed #15 _ FailArmy19.mp4,4.784836666666667,0.6835480952380952,7.0
Rural vs. Urban Fails (August 2018) _ FailArmy18.mp4,4.635953333333333,0.40312637681159424,11.5
FailArmy Presents - People Are Awesome! Wins vs. Fails #230.mp4,1.3633143333333333,0.37608671264367816,3.625
Throwback Thursday Fails - Try Not to Laugh! (March 2017) _ FailArmy31.mp4,3.544885333333333,0.4574045591397849,7.75
Cat's Hate Plastic! - Best Fails of the Week _ FailArmy21.mp4,3.771676,0.520231172413793,7.25
FailArmy Presents - People Are Awesome - Fails VS. Wins #134.mp4,2.9623543333333338,0.6076624273504274,4.875
"Fails of the Week - This Time, It's Personal (May 2017)11.mp4",0.40084000000000003,0.06971130434782609,5.75
Big Air Fails Compilation _ 'I Believe I Can Fly' By FailArmy 201631.mp4,0.5255303333333333,0.14497388505747125,3.625
Dogs Are Man's Best Fails!! (May 2018) _ FailArmy13.mp4,2.309962,0.3849936666666667,6.0
Kayak Chaos - Fails of the Week (August 2018) _ FailArmy16.mp4,4.160418666666667,0.6279877232704403,6.625
We did it!! - Fails You Missed #22 (December 2017) _ FailArmy35.mp4,2.696804666666667,0.41489302564102565,6.5
Fails You Missed #27 - Didn't See That Coming (January 2018) _ FailArmy6.mp4,2.4892296666666667,0.5531621481481481,4.5
Fails of the Month August 2016 _ FailArmy48.mp4,6.7793980000000005,0.5423518399999999,12.5
People Vs. Nature Fails - It's Going To Blow You Away (May 2017)14.mp4,1.897787,0.36148323809523814,5.25
Get A New Hobby!! (August 2017) _ FailArmy11.mp4,3.971685666666667,0.28884986666666673,13.75
26 Bad Friend Nominees - FailArmy Hall Of Fame (May 2017) HD33.mp4,1.906056,0.5647573333333333,3.375
Farmers Only (March 2019) _ FailArmy16.mp4,7.584685666666666,0.9631346878306878,7.875
Grass Is Always Greener - Get Off My Lawn! (July 2018) _ FailArmy20.mp4,0.32685850000000005,0.07471051428571429,4.375
Downhill Mayhem - Fails of the Week (March 2019) _ FailArmy31.mp4,4.698392666666667,0.5447411787439614,8.625
Winter Fails! (January 2017) _ FailArmy38.mp4,3.344578666666667,0.29083292753623186,11.5
Fails of the Week - Go ahead and send it! (May 2017)24.mp4,0.32977933333333337,0.10147056410256411,3.25
Fails of the Week 2 September 2016 _ FailArmy14.mp4,6.249585,0.41319570247933884,15.125
Fails of the Month July 2016 _ FailArmy42.mp4,3.211838,0.200739875,16.0
Dummy Dogs _ 'Dog Fails' By FailArmy30.mp4,3.4471796666666665,0.383019962962963,9.0
Desert Fails - The Sands of Failure (November 2018) _ FailArmy36.mp4,6.333306333333333,0.6755526755555555,9.375
Fails You Missed - Toilet Or Bust! (March 2018) _ FailArmy17.mp4,2.38354,0.25424426666666666,9.375
Throwback Thursday - Try and stay balanced! (April 2017)54.mp4,7.492297000000001,0.45066448120300756,16.625
Fails You Missed - Toilet Or Bust! (March 2018) _ FailArmy60.mp4,4.216114999999999,0.5917354385964911,7.125
Throwback Thursday Fails - Try Not to Laugh! (March 2017) _ FailArmy46.mp4,9.159066,0.8422129655172413,10.875
You're Going Way Too Fast! - Throwback Thursday (September 2017) _ FailArmy22.mp4,3.1032046666666666,0.41376062222222226,7.5
FailArmy Presents - People Are Awesome! Wins vs. Fails #247.mp4,3.1468826666666665,0.5854665426356589,5.375
Fails of the Week - Watch Out Johnny! (December 2017) _ FailArmy45.mp4,2.360644,0.34972503703703706,6.75
Spring Got Sprung - Spring into Action (April 2018) _ FailArmy29.mp4,1.9355,0.49948387096774194,3.875
Rope a Dope - Rope Swing Fails (September 2018) _ FailArmy3.mp4,2.935583333333333,0.3558282828282828,8.25
Fails of the Week - Yes We Did (January 2017) _ FailArmy42.mp4,5.2438015,0.4767092272727273,11.0
Best Fails of the Week - Is Winter Done Yet (January 2018) _ FailArmy18.mp4,4.184577,0.5313748571428571,7.875
"Gym and Workout Fails - New Year, New Me (January 2018) _ FailArmy11.mp4",2.052019666666667,0.3097388176100629,6.625
FailArmy Throwbacks - Don't be a jerk! (May2017)100.mp4,3.4893983333333334,0.42295737373737374,8.25
You're Doing it Wrong _ Fail Compilation by FailArmy 201629.mp4,0.9048400000000001,0.1723504761904762,5.25
Fails You Missed - Toilet Or Bust! (March 2018) _ FailArmy64.mp4,2.839435333333333,0.19088640896358544,14.875
Throwback Thursday - Try and stay balanced! (April 2017)50.mp4,9.353577666666666,0.7482862133333331,12.5
Dummy Dogs _ 'Dog Fails' By FailArmy43.mp4,3.353758,0.6388110476190476,5.25
I Caught A Big Crab! - Throwback Fails (December 2017) _ FailArmy88.mp4,5.829448,0.26648905142857143,21.875
Funny Food and Cooking Fails by FailArmy 201652.mp4,1.5616123333333334,0.29744996825396824,5.25
