filename,label
-6VoGglIU3o,canoeing_or_kayaking
-6_yubx7iSg,air_drumming
-6b9q-zQnPk,air_drumming
-6rd6BQQM_g,bandaging
-6tSHjJZYTY,passing_American_football_(in_game)
-6u7lnRGS58,milking_cow
-6uc4CaBkoQ,ice_climbing
-6zh0xWFWT4,cooking_chicken
-6zujL8vGGg,stretching_arm
-7BVb-zigbA,feeding_birds
-7FNdYasQDM,clay_pottery_making
-7QDJQU657I,air_drumming
-7SwhiYPNkI,playing_guitar
-7a1j_Q6PUk,golf_putting
-7hc0sLLWs8,stretching_arm
-7kbO0v4hag,abseiling
-7tEDHikdN0,sailing
-7zR7AFd8nQ,hula_hooping
-81l40SY090,biking_through_snow
-84ATLkGYf8,skiing_(not_slalom_or_crosscountry)
-8IO3FMqS7w,knitting
-8QuE8e9mRI,dancing_ballet
-8UWMyYmfuM,pushing_wheelchair
-8UxhWDSqfs,stretching_arm
-8_AxtRflmg,dribbling_basketball
-8b73CM3G5E,shooting_basketball
-8hKdGdvZdg,snowboarding
-8khhEKByEM,air_drumming
-8mrd0zzQ-4,shooting_basketball
-8p7pwxhob8,playing_harmonica
-8zbv5k27mE,tapping_guitar
-9-4fix3fxQ,snowboarding
-94Ia3jqHB4,busking
-98DdKiwFi0,feeding_birds
-997f74Tn8Q,eating_spaghetti
-9A-f5vpUCc,shaving_legs
-9Ccqyo9bzw,getting_a_tattoo
-9L5fpps3-M,walking_the_dog
-9O6yFoHI38,making_jewelry
-9S9N0PxO60,carrying_baby
-9tLYGZOUM8,hitting_baseball
-9vW9OhXx4Y,playing_ukulele
-9w1jNVB9fA,eating_watermelon
-A-5wR2-u5M,flying_kite
-A-VnQIVFLo,tap_dancing
-A-YeDNl78o,windsurfing
-A5zZ3XxKq8,brushing_teeth
-ADE5ZeRSco,drop_kicking
-AOP_re6SD0,javelin_throw
-ATBr1X9HRQ,drinking
-AXdgnbvdkU,playing_tennis
-AZAa3cH6V0,snowboarding
-AetVIjLsmA,ice_climbing
-AexE0IVHwE,shoveling_snow
-AiEBWTeJ9M,carrying_baby
-AlzbNiAsPI,unboxing
-ApmVDKi5BU,snowboarding
-Awg3SHiG9g,shearing_sheep
-AwzJYrHCO4,mowing_lawn
-BC4ymSpog4,sanding_floor
-BCoVGruruc,getting_a_haircut
-BLN3nHFjJU,marching
-BagREykXFM,shearing_sheep
-BmuSpcrk3U,skiing_(not_slalom_or_crosscountry)
-BpKyalPqsA,windsurfing
-Bt5UPvDp8g,celebrating
-BtQqYdMQU8,golf_driving
-C32EoEW1y4,marching
-C5aPmkmjA4,feeding_birds
-C8ar9ebUNU,eating_watermelon
-CJCLLWB78o,swinging_legs
-CNY_UACaZk,snowboarding
-CTeMcEZb50,shaking_hands
-CYkjwFKaUk,playing_ukulele
-CbkApe0H-g,milking_cow
-Ch536zP_Z8,playing_paintball
-CqH_vm17y0,using_remote_controller_(not_gaming)
-CqVQl5VZtg,yawning
-CvBL3E1Qfs,brushing_teeth
-Cw8Z-5ShUM,mowing_lawn
-D0f4exnx9M,playing_harmonica
-D4IN4tz4k0,clay_pottery_making
-DG0neXk7sI,motorcycling
-DL09mZHnIo,playing_guitar
-DR4HXvl1fs,getting_a_haircut
-DTR5wQIsUE,drinking
-DpKexdpFCY,skiing_(not_slalom_or_crosscountry)
-DpR1pJJD_I,stretching_arm
-DyoxbCwuB8,playing_accordion
-E15OESp5Pw,getting_a_haircut
-E8jrCQ3fhE,dancing_charleston
-EA4rZuZRhI,getting_a_tattoo
-EKpX0t44pQ,getting_a_tattoo
-EVeFZmCT4s,weaving_basket
-EbdKNOYLM4,tapping_guitar
-EnWmIji1xc,dribbling_basketball
-EpXU6PfMzY,weaving_basket
-EwzDkRwcDk,pole_vault
-F0Hh-YYbN4,snowboarding
-F9CiROL8dg,smoking_hookah
-FEWUYEZnBE,disc_golfing
-FMCSgaNTvw,disc_golfing
-FNoIqT9VJ0,playing_accordion
-FYZWo0YmtE,eating_spaghetti
-FegJMpQ2DE,dribbling_basketball
-FhoqTprJw4,tapping_guitar
-FoTOgyrttQ,testifying
-FuTl4bj1hg,waxing_back
-FzMbTz5t_c,ironing
-GFyw4mGNdA,carrying_baby
-GGNhyjmgF8,dining
-GLZZFXAjFI,somersaulting
-GU00Yxwafc,clay_pottery_making
-GY9XH-F_iI,getting_a_haircut
-GcVBfs4zw8,archery
-GgjAKhuuVk,canoeing_or_kayaking
-H4V-AcfBnc,punching_bag
-H9lVjKQw2o,feeding_birds
-HA8GREOoSQ,marching
-HD4SyJRNrs,pole_vault
-HPnh0sWsDw,headbutting
-HaFSqzE4Nc,smoking_hookah
-Hn5WqDh9hI,archery
-HqPIgwVH1E,skipping_rope
-HttSia1uHE,playing_paintball
-I5HHyujZIY,weaving_basket
-I6NNUznWRQ,making_snowman
-IB9PfKyaoE,mowing_lawn
-IDnTYY86eM,zumba
-IENKCQdaVc,singing
-IElB_PdPwc,singing
-INbxORBv5M,motorcycling
-IOJwNb02fA,golf_putting
-IUrSyUt8zY,pushing_wheelchair
-IVX-ERJDqE,cooking_egg
-IWHOJ4_he8,punching_bag
-InKRIGbKoY,golf_chipping
-IrDRBAYw6M,dancing_charleston
-J61UB-rk8E,biking_through_snow
-J6snxXBSAc,dancing_charleston
-JNfr9HZc5w,abseiling
-JPvnASE7j8,passing_American_football_(in_game)
-JRT9aCAVsA,cooking_egg
-JRejQ8kMX0,blasting_sand
-JS6qUnKaes,hurling_(sport)
-JU6mYrtOwk,playing_guitar
-JdIM1KZ1zo,making_bed
-JfDhNYe5o8,drop_kicking
-JfMuIHK7Yg,snowkiting
-JjLXe5cd-s,getting_a_haircut
-JrM0r9wQ5s,brushing_teeth
-K3W2m46ezw,shoveling_snow
-K5W5EKlIi8,skiing_(not_slalom_or_crosscountry)
-K74JEPrJJQ,milking_cow
-K7Jnr3_Ef8,javelin_throw
-KE4Qn7xb2A,sailing
-KEcuSsUfxU,zumba
-KFKxzZaojw,canoeing_or_kayaking
-KSlNTNJDxo,playing_paintball
-KTLBBoGIoY,marching
-KX8ZEdKlX4,petting_animal_(not_cat)
-Kp1ZTCMSsQ,dribbling_basketball
-KpXV80cC8M,dining
-KuhSa1TCGE,feeding_birds
-KyTIESscnU,snowkiting
-L-cr_aSSSE,windsurfing
-L-zbu4mTTI,tossing_coin
-L1ivK0QMSY,zumba
-L2Wp5NdnLk,busking
-L3cTxtL8Tw,playing_drums
-LF1BNdNeQg,punching_bag
-LHOs-lD2_c,shaking_hands
-LMCI_EBJvc,playing_harmonica
-LPE4yWQKpE,knitting
-LR0gXR8c9c,brushing_teeth
-LSZk-kC-Nk,dancing_ballet
-LU2saCAJY4,marching
-LUrZL4YQy8,marching
-LVME0pkaW8,air_drumming
-LenAZs2OFM,biking_through_snow
-LgzJAo3xn8,playing_harmonica
-Lmz43iEHa4,skiing_(not_slalom_or_crosscountry)
-M9djkf2nL4,walking_the_dog
-MK9dwTvOSk,unboxing
-MMxEvltTLo,playing_guitar
-MN-Zv7zQsU,shearing_sheep
-MQMUIUkw0I,snowboarding
-MYJtLnxUqY,milking_cow
-MbMCNrww5E,brushing_teeth
-MfVZopgATw,playing_guitar
-MptpziKtXY,busking
-MwPLE_xWz0,feeding_birds
-MxWV6p-Qo8,sanding_floor
-MytqRwRwBg,eating_spaghetti
-N3OFaiPi1w,tapping_guitar
-N69Jdzk6B4,cooking_chicken
-N7_cQKqUWE,peeling_potatoes
-N8u3wSeihI,shoveling_snow
-NCS1mBFr4w,snowboarding
-NDjrUWajm0,passing_American_football_(in_game)
-NLTfujyBKk,marching
-NM9jWuf4hM,cooking_egg
-NMnXO1JrQg,snowkiting
-NVXTP4X8mk,somersaulting
-Nb91doUk70,tapping_guitar
-NbChwCAeWg,smoking_hookah
-NbZ_Adxrf8,headbutting
-Njxj40a0OQ,archery
-NnynSMg5Xg,golf_driving
-NrlD8wo6yY,weaving_basket
-O2RdJGmEeM,somersaulting
-O3i3fWCDF4,javelin_throw
-O3yc1TtPe0,mowing_lawn
-O4Fx2w0FiI,playing_drums
-O4W3NA5-uA,playing_tennis
-O4iEuGsahU,playing_guitar
-OVw1usq968,archery
-OXQ0KE8cGg,shoveling_snow
-OXXFtHNTIg,dancing_charleston
-OXoaXHN_7I,skipping_rope
-ObF2ZIr1eg,hurling_(sport)
-OcIvI-VIuk,playing_accordion
-OcwIlcSIP8,playing_tennis
-OhDQF1gteo,javelin_throw
-OlQoUmWtdw,walking_the_dog
-Olw5bPU_RE,milking_cow
-OmmaEJuqgk,shaking_hands
-OoGOfXlexk,dancing_charleston
-OpCe8xgLGo,mowing_lawn
-Or9OtZ2G3c,weaving_basket
-OrYJxTgdTI,biking_through_snow
-P3M0Clfqvg,golf_chipping
-P3Y1iS9ERc,tossing_coin
-PC0etmDQJU,playing_tennis
-PIE6PrQ66s,changing_oil
-PIssR271kw,somersaulting
-PL_D_VzGCA,shearing_sheep
-PO7yP7kkXM,snowkiting
-PaGzrsfEWA,weaving_basket
-Pc62CZZMlI,dining
-PdaQBx2x8U,tapping_guitar
-Ps0gFe_XrY,snowkiting
-Ps3PSV5Cps,blasting_sand
-Py356M6sPI,tap_dancing
-Pyr483bai8,passing_American_football_(in_game)
-PzQ4jj814o,pole_vault
-QACQuhMlt4,snowboarding
-QAojXhw5UE,snowboarding
-QKXzhMI490,hula_hooping
-QOyD0xZVns,playing_tennis
-QdQmCjtGiI,getting_a_haircut
-Qpq0rv4xqs,pushing_wheelchair
-QspPN2hnRQ,bandaging
-QuR1fNNHW4,smoking_hookah
-Qz-PkmYt-c,ironing
-Qzs6sCMBZE,shearing_sheep
-R5E3-cmrq8,archery
-R5bm4G2SpQ,bandaging
-R9Hn7uKzuU,snowboarding
-RBep4uTWD4,passing_American_football_(not_in_game)
-REB2eH3ssM,somersaulting
-RJjabrlrjU,shoveling_snow
-RKHrh7jhNM,smoking_hookah
-RNxKQo-e_0,making_snowman
-RZ9mL8wnJc,archery
-RZr9I_Z8rE,pole_vault
-Rdnp3SC_Io,drop_kicking
-RrG1Tj3rWw,sailing
-Rt9zX1rZFU,using_remote_controller_(not_gaming)
-RtyF_Vqld0,mowing_lawn
-RvbvRbhpgk,golf_driving
-S3q1fQtVmY,blasting_sand
-SPSjyPKalY,walking_the_dog
-SUchzC0pBQ,mowing_lawn
-SWG69JZ_vk,flying_kite
-SWLyUn-o0s,tap_dancing
-S_ZGBv_f3c,passing_American_football_(in_game)
-Sc5LrF0pzY,unboxing
-ScKjQXB7UY,passing_American_football_(not_in_game)
-SfAPNOB3aU,feeding_birds
-SkyKUDRffM,using_remote_controller_(not_gaming)
-SmfJbcO8WI,making_bed
-SqXDd4XIJM,archery
-T5iLC1Bm0g,skiing_(not_slalom_or_crosscountry)
-TAD4L8ceww,catching_or_throwing_softball
-TIw2UxvdAE,headbutting
-TJ-50o6b_A,sailing
-TJSxFWnx3I,using_remote_controller_(not_gaming)
-TJTWgFnjJY,knitting
-TJxFWZJBH4,canoeing_or_kayaking
-TNUHZx_b5I,dancing_charleston
-TPa749cvQo,passing_American_football_(not_in_game)
-TQSa3cXYGc,headbutting
-TQZjPg5DJs,somersaulting
-Tc_jXvqZ4M,ice_climbing
-TmDgLoJDdw,playing_paintball
-ToYMwdP3l8,cooking_chicken
-U14SN6K4r4,motorcycling
-U1ym96B9l4,archery
-U2frOP59dc,air_drumming
-UAghPqLTBI,abseiling
-UVoHU_lcfQ,windsurfing
-UaTbwzki4o,canoeing_or_kayaking
-Uk3rZ5VbBc,climbing_a_rope
-Unwmow-UJA,drop_kicking
-Uw55I6B6s0,zumba
-VICCY1B1K0,air_drumming
-VLYS339Eis,playing_drums
-VNC9Xyam2A,playing_drums
-VZ3LiN_qIs,playing_harmonica
-VdI4J0KXbg,somersaulting
-Vro-aRtfuw,snowboarding
-VuAeKfNf18,feeding_birds
-VudsuhSnX4,playing_tennis
-Vv1gi9ecsM,sanding_floor
-W0E_PJW_6g,singing
-W0OgbLHa2s,zumba
-W6jqukKvn4,getting_a_haircut
-WKCwDRp_jk,abseiling
-WKXzXGaKzE,cooking_chicken
-WNc5eF9kvU,playing_trumpet
-WWUogKeCVg,hula_hooping
-WrKlvp_x_0,archery
-WvBTcrfKKI,feeding_birds
-WxkgV-aKOM,sanding_floor
-WxsWGoFgpc,motorcycling
-WyCr-v2vN0,sailing
-WykyEd07xw,sailing
-Wyq8tmgXYc,sailing
-Wz-zo_EvuQ,knitting
-X2LRaGih1s,archery
-X7BUQa7Dr0,bandaging
-XKX033NprU,weaving_basket
-XKwRCwbjvA,eating_spaghetti
-XL6pE2XX0I,shearing_sheep
-XVAKPWNsZQ,knitting
-XWHqiqxDGs,bandaging
-XlAgUZiTS8,brushing_teeth
-XnNKlTGOqE,mowing_lawn
-Y2U6fWAkvg,smoking_hookah
-Y2rKtTIwcc,yawning
-YBrw6cDVEE,golf_driving
-YCNtd_5VTg,shoveling_snow
-YCuMrVTf0U,walking_the_dog
-YD8IT6Htqk,ironing
-YGUR0HXgyE,busking
-YGnDKPOEd4,playing_tennis
-YM-YVy0Q-E,somersaulting
-YNnVtZTh0g,cooking_chicken
-YTpoLkVR0g,motorcycling
-YXeu9rqc90,catching_or_throwing_softball
-YaXsoKLv6o,zumba
-YfAShxhiGg,playing_harmonica
-Yhm6-CawlM,headbutting
-YtMJtz0C0Y,biking_through_snow
-YvreOwOF5c,playing_harmonica
-YyWVl1jNx0,dining
-Z1X9B-F04Q,abseiling
-ZARZm1vU34,hula_hooping
-ZAln9tDicI,playing_harmonica
-ZEgRvH21Vs,windsurfing
-ZItgUQIYho,dining
-ZJW6ORJNi0,making_bed
-ZKVV01VwLM,shearing_sheep
-ZL_323pxvk,playing_tennis
-ZMyDgJGpOE,shaving_legs
-ZNy_J85TTc,biking_through_snow
-ZR-O05EOB4,dancing_ballet
-ZYflPEsy1M,carrying_baby
-Zbyct6kC_U,smoking_hookah
-ZdBZChUDf8,passing_American_football_(not_in_game)
-Zedueym2Fo,cooking_chicken
-Zj4nqoOtJ4,changing_oil
-ZlDSY-03Z4,eating_watermelon
-ZloKcjoAhQ,playing_drums
-ZnCh1h0pbo,eating_spaghetti
-ZobEDvRtD8,tapping_guitar
-Zqy82Ro8SE,making_bed
-ZuueKEd-QE,dining
-_1WRslPhMo,balloon_blowing
-_1yzGWUK4Q,hitting_baseball
-_6LF8wFiks,smoking_hookah
-_7PMt0I2Fg,disc_golfing
-_KiwxNptjs,dribbling_basketball
-_LzAw2WGlM,golf_chipping
-_VFi7OFbJY,abseiling
-_rVqtj1lXo,shearing_sheep
-_xARnNGrcc,eating_watermelon
-a3lfKV4tEE,unboxing
-a4MRN79j9I,eating_spaghetti
-a6rPASijwQ,dribbling_basketball
-aKu5UqcR2s,playing_guitar
-aO2p2ubRNg,tossing_coin
-aOVo-6wAJw,punching_bag
-aQSJ0W8wow,playing_ukulele
-aUcsA8bUQ0,changing_oil
-aUeapRZyAQ,somersaulting
-aYH7Dw-Edk,shoveling_snow
-acnXbfOk_M,dribbling_basketball
-aexqAyLJDw,tossing_coin
-anAg1F_95A,skiing_(not_slalom_or_crosscountry)
-araxNMgKLs,playing_guitar
-aySpzKC0-k,catching_or_throwing_softball
-b0lCY8Qq3I,knitting
-b2fhk6ntm4,biking_through_snow
-b5vQ-sabYg,playing_harmonica
-bIZoarubJ0,canoeing_or_kayaking
-bS39isbMN8,hitting_baseball
-bWZrPbZ990,knitting
-bWbDpWY0ec,archery
-bYMchht1KU,eating_spaghetti
-bdYeA6gASw,drop_kicking
-bfAUrAr8ZA,canoeing_or_kayaking
-bfFYc-aQro,busking
-bfWZslDOYA,pole_vault
-bi6LIttPoY,stretching_arm
-bwYZwnwb8E,abseiling
-bwuasQNmkw,tapping_guitar
-bxh7NfryzE,hula_hooping
-c1HHlh_S58,playing_drums
-c3rYbtNNqw,shoveling_snow
-c6yq9NC_pI,carrying_baby
-c7TtG--GTc,mowing_lawn
-cGpCRJ4u2k,canoeing_or_kayaking
-cHcdrL3upI,cartwheeling
-cIRzJUnZTw,golf_driving
-cMsP8DzCls,flying_kite
-cS6kCpj-Pk,sanding_floor
-cZ-a4-wKN8,brushing_teeth
-cfCZm3Qp6E,dining
-chadEau4KM,dining
-ci-uE-CZi0,sailing
-ciYv9HXhGs,sailing
-cijRBhQy6g,mowing_lawn
-cjfVN5zZ0M,playing_paintball
-cmOQxXHUN0,hula_hooping
-cts78Ef9cI,getting_a_haircut
-cvCs8pZzL0,ice_climbing
-cwpgsQg8MQ,golf_chipping
-czkueqmw4w,playing_harmonica
-d3ipcFrdWQ,making_snowman
-dD8TEWUE0U,playing_ukulele
-dHlx7IlVRc,playing_accordion
-dHsjlVD5sM,playing_poker
-dLBXzDO8cw,hula_hooping
-dM5ar6vxB4,giving_or_receiving_award
-dRAaQs6Qg4,pole_vault
-dW9-P_waJc,shooting_basketball
-df06b3eVBc,playing_poker
-dglCzcubsw,air_drumming
-dhv9SdiDMo,flying_kite
-dn2ClOzfDM,skiing_(not_slalom_or_crosscountry)
-dykWXNvAPw,cooking_chicken
-dzaqKHdH_U,busking
-e7QRD-Rlmc,playing_guitar
-eCD7X2FKjw,drop_kicking
-eDEQbsE4XQ,playing_poker
-eE4tUHysUA,getting_a_tattoo
-eGnPDG5Pxs,air_drumming
-eMSRQ8bd9c,hula_hooping
-eNob5dRnrY,making_bed
-eVG_XNXN1E,hula_hooping
-ehhTrGj5bA,climbing_ladder
-ekpqs0b6KA,carrying_baby
-emK9kUP5DQ,somersaulting
-eo0zp_hyyI,playing_accordion
-eq3I7gRqTI,mowing_lawn
-eqU7IfCqTY,somersaulting
-ezgahciJD0,stretching_arm
-f-S0HuaLZQ,windsurfing
-f3onW_tZK4,ironing
-f9NwpQDJQg,windsurfing
-fD7fcqxj9Q,tapping_guitar
-fKR5EHKRAk,skiing_(not_slalom_or_crosscountry)
-fOOFv33d50,marching
-fOtDW70L3s,marching
-fPxb0r8yJ4,knitting
-fTmHyOG-CY,air_drumming
-fVOpScdSPg,petting_animal_(not_cat)
-fX441F749s,somersaulting
-faKuDUKkdw,disc_golfing
-fdmnzySFiQ,making_snowman
-fk5STh-Obo,eating_watermelon
-fkVMf-qLEI,eating_watermelon
-flfP3yiji8,giving_or_receiving_award
-fr5650cEdc,getting_a_haircut
-fsGUKNaYCY,pole_vault
-gAM4lp5tjE,smoking_hookah
-gCbbcIldvc,making_bed
-gGlM-B7Tkw,playing_paintball
-gJmR_kGWXE,milking_cow
-gMwxP9-xwk,playing_harmonica
-gQJhQsWFXA,milking_cow
-gVtqTsHlkk,getting_a_tattoo
-gZxByKDaWk,springboard_diving
-gcZRTAkUx0,hula_hooping
-gdIj0lzvt4,making_bed
-gmCbukFNco,drinking
-gregDoHhgc,pole_vault
-grt8pXnCAs,windsurfing
-gv2GpdS7EI,drinking
-gyKAmjmgfA,motorcycling
-gyxhuDFffs,biking_through_snow
-h0bcBISjO0,celebrating
-h6g5tsPLo4,playing_guitar
-h9kkV9JUvM,weaving_basket
-hABb46zFUE,using_remote_controller_(not_gaming)
-hGfN8UEqfE,biking_through_snow
-hGlxmmji9o,dancing_charleston
-hJRfFZorAY,making_snowman
-hJSyonK-Bg,windsurfing
-hOOpw_S8uQ,making_bed
-hUytT0KDfM,shaving_legs
-hb1JUikoTk,pole_vault
-hcslrR9Xjg,flying_kite
-hctofG3AfI,playing_guitar
-hdRoSKYdIs,passing_American_football_(in_game)
-heNc38TpNI,skiing_(not_slalom_or_crosscountry)
-hmpR3P-TMc,windsurfing
-hwUQqFadvE,abseiling
-hzfAaWtzYw,marching
-i4pTCL8uC8,making_bed
-i7P7G7ChAc,unboxing
-iAt-PFC52M,bandaging
-iGWHpZ2TV4,petting_animal_(not_cat)
-iKgzJarKSY,snowkiting
-iLqyZ87IYw,playing_ukulele
-iZSWS4PRrI,flying_kite
-iZl2xXZGw8,hula_hooping
-i_87yGRnvM,golf_driving
-ieVw_C-v-E,celebrating
-ijgrKYPyQg,busking
-ikF29XEJ_M,skiing_(not_slalom_or_crosscountry)
-ikkkld7kxM,javelin_throw
-iwLya25eg8,busking
-j9C-auQoKs,abseiling
-jCuZjrFdhQ,feeding_birds
-jK-YcxW6A0,eating_spaghetti
-jNzmOo6Bnc,zumba
-jOJedjjk74,canoeing_or_kayaking
-jOk_NWoUwQ,motorcycling
-jRvvpzCh7w,milking_cow
-jTpV7W8YAM,flying_kite
-jXKNLiTd4k,motorcycling
-j_y3XMzUPQ,javelin_throw
-jaztOANmrw,skiing_(not_slalom_or_crosscountry)
-jfMbYDGLZc,playing_ukulele
-jpEwMcl-Wg,snowkiting
-jskAtCipd8,tossing_coin
-ju5qkdv3nI,knitting
-k5WeRDKOO8,punching_bag
-kHCPj7_bqU,feeding_birds
-kL508ohBoo,air_drumming
-kNuIQKh_Aw,cartwheeling
-kOpOnITwyw,passing_American_football_(not_in_game)
-kRblb6nuIk,canoeing_or_kayaking
-kSWh65d0AY,pole_vault
-kXF9Tgjltc,hula_hooping
-kYzxMKp514,blasting_sand
-kZ_naHYpts,flying_kite
-kZd1pPQnXQ,archery
-keFyiJ1cIg,canoeing_or_kayaking
-kgVnNAHLLM,bandaging
-knV54XMOyI,pole_vault
-koo4FOfZE0,tap_dancing
-kwBcs0-DdQ,golf_putting
-l35Ml9PLUE,shooting_basketball
-l3Cq12DG3Q,baking_cookies
-l4MkfWE4pQ,flying_kite
-l71ebV7bEY,busking
-lEsnrNNZFU,skipping_rope
-lJzDCqh_CI,shoveling_snow
-lPLLbPsMDU,archery
-lPPpRFXn_0,windsurfing
-lPch7MnHRc,windsurfing
-lPyF4ktghY,hitting_baseball
